,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,company_location,company_size,currency_in_myr
879,2023,SE,FT,Data Analyst,148700,USD,148700,US,M,700377
880,2023,SE,FT,Data Analyst,125600,USD,125600,US,M,591576
881,2023,SE,FT,Data Engineer,145000,USD,145000,US,M,682950
882,2023,SE,FT,Data Engineer,115000,USD,115000,US,M,541650
883,2023,SE,FT,Research Scientist,200000,USD,200000,US,M,942000
884,2023,SE,FT,Research Scientist,150000,USD,150000,US,M,706500
885,2023,SE,FT,Data Analyst,185000,USD,185000,US,M,871350
886,2023,SE,FT,Data Analyst,120250,USD,120250,US,M,566377
887,2023,SE,FT,Data Scientist,275300,USD,275300,US,M,1296663
888,2023,SE,FT,Data Scientist,183000,USD,183000,US,M,861930
889,2023,SE,FT,Data Architect,170000,USD,170000,US,M,800700
890,2023,SE,FT,Data Architect,125000,USD,125000,US,M,588750
891,2023,SE,FT,Research Scientist,250000,USD,250000,US,M,1177500
892,2023,SE,FT,Research Scientist,200000,USD,200000,US,M,942000
893,2023,SE,FT,AI Scientist,1500000,ILS,423834,IL,L,1996258
894,2023,SE,FT,Machine Learning Engineer,216000,USD,216000,US,M,1017360
895,2023,SE,FT,Machine Learning Engineer,184000,USD,184000,US,M,866640
896,2023,SE,FT,Data Engineer,180000,USD,180000,US,M,847800
897,2023,SE,FT,Data Engineer,165000,USD,165000,US,M,777150
898,2023,SE,FT,Data Scientist,185900,USD,185900,US,M,875589
899,2023,SE,FT,Data Scientist,129300,USD,129300,US,M,609003
900,2023,SE,FT,Data Engineer,145000,USD,145000,US,M,682950
901,2023,SE,FT,Data Engineer,120000,USD,120000,US,M,565200
902,2023,SE,FT,Data Scientist,173000,USD,173000,US,M,814830
903,2023,SE,FT,Data Scientist,132000,USD,132000,US,M,621720
904,2023,SE,FT,Data Analyst,208049,USD,208049,US,M,979910
905,2023,SE,FT,Data Analyst,128500,USD,128500,US,M,605235
906,2023,SE,FT,Analytics Engineer,179820,USD,179820,US,M,846952
907,2023,SE,FT,Analytics Engineer,143860,USD,143860,US,M,677580
908,2023,SE,FT,Data Engineer,167500,USD,167500,US,M,788925
909,2023,SE,FT,Data Engineer,106500,USD,106500,US,M,501615
910,2023,SE,FT,Data Scientist,275300,USD,275300,US,M,1296663
911,2023,SE,FT,Data Scientist,183500,USD,183500,US,M,864285
912,2023,SE,FT,Data Analyst,190000,USD,190000,US,M,894900
913,2023,SE,FT,Data Analyst,95000,USD,95000,US,M,447450
914,2023,SE,FT,Data Analyst,153600,USD,153600,US,M,723456
915,2023,SE,FT,Data Analyst,106800,USD,106800,US,M,503028
916,2023,SE,FT,Data Scientist,275300,USD,275300,US,M,1296663
917,2023,SE,FT,Data Scientist,183500,USD,183500,US,M,864285
918,2023,SE,FT,Machine Learning Scientist,220000,USD,220000,US,M,1036200
919,2023,SE,FT,Machine Learning Scientist,170000,USD,170000,US,M,800700
920,2023,SE,FT,Data Analyst,135000,USD,135000,US,M,635850
921,2023,SE,FT,Data Analyst,105500,USD,105500,US,M,496905
922,2023,SE,FT,Data Analyst,100000,USD,100000,US,M,471000
923,2023,SE,FT,Data Analyst,80000,USD,80000,US,M,376800
924,2023,SE,FT,Data Engineer,160000,USD,160000,CA,M,753600
925,2023,SE,FT,Data Engineer,145000,USD,145000,CA,M,682950
926,2023,SE,FT,Data Engineer,150000,USD,150000,US,M,706500
927,2023,SE,FT,Data Engineer,111000,USD,111000,US,M,522810
928,2023,SE,FT,Data Engineer,160000,USD,160000,US,M,753600
929,2023,SE,FT,Data Engineer,130000,USD,130000,US,M,612300
930,2023,SE,FT,Data Engineer,252000,USD,252000,US,M,1186920
931,2023,SE,FT,Data Engineer,129000,USD,129000,US,M,607590
932,2023,SE,FT,Data Scientist,201036,USD,201036,US,M,946879
933,2023,SE,FT,Data Scientist,134024,USD,134024,US,M,631253
934,2023,SE,FT,Data Analyst,165000,USD,165000,US,M,777150
935,2023,SE,FT,Data Analyst,140000,USD,140000,US,M,659400
936,2023,SE,FT,Data Scientist,172000,USD,172000,US,M,810120
937,2023,SE,FT,Data Scientist,115000,USD,115000,US,M,541650
938,2023,SE,FT,Data Engineer,163800,USD,163800,US,M,771498
939,2023,SE,FT,Data Engineer,126000,USD,126000,US,M,593460
940,2023,SE,FT,Data Scientist,237000,USD,237000,US,M,1116270
941,2023,SE,FT,Data Scientist,145000,USD,145000,US,M,682950
942,2023,SE,FT,Data Engineer,139500,USD,139500,US,M,657045
943,2023,SE,FT,Data Engineer,109400,USD,109400,US,M,515274
944,2023,SE,FT,Data Scientist,258000,USD,258000,CA,M,1215180
945,2023,SE,FT,Data Scientist,190000,USD,190000,CA,M,894900
946,2023,SE,FT,Data Engineer,205600,USD,205600,US,L,968376
947,2023,SE,FT,Data Engineer,105700,USD,105700,US,L,497847
948,2023,SE,FT,Data Engineer,252000,USD,252000,US,M,1186920
949,2023,SE,FT,Data Engineer,129000,USD,129000,US,M,607590
950,2023,SE,FT,Data Scientist,239748,USD,239748,US,M,1129213
951,2023,SE,FT,Data Scientist,159832,USD,159832,US,M,752808
952,2023,SE,FT,Data Scientist,186300,USD,186300,US,M,877473
953,2023,SE,FT,Data Scientist,102500,USD,102500,US,M,482775
954,2023,SE,FT,Data Engineer,165000,USD,165000,US,M,777150
955,2023,SE,FT,Data Engineer,132300,USD,132300,US,M,623133
956,2023,SE,FT,Data Scientist,190000,USD,190000,US,M,894900
957,2023,SE,FT,Data Scientist,126000,USD,126000,US,M,593460
958,2023,SE,FT,Data Architect,149040,USD,149040,US,M,701978
959,2023,SE,FT,Data Architect,113900,USD,113900,US,M,536469
960,2023,SE,FT,Data Engineer,153600,USD,153600,US,M,723456
961,2023,SE,FT,Data Engineer,106800,USD,106800,US,M,503028
962,2023,SE,FT,Data Engineer,172600,USD,172600,US,M,812946
963,2023,SE,FT,Data Engineer,107900,USD,107900,US,M,508209
964,2023,SE,FT,Data Analyst,180180,USD,180180,US,M,848647
965,2023,SE,FT,Data Analyst,106020,USD,106020,US,M,499354
966,2023,SE,FT,Data Architect,376080,USD,376080,US,M,1771336
967,2023,SE,FT,Data Architect,213120,USD,213120,US,M,1003795
968,2023,SE,FT,Data Analyst,153600,USD,153600,US,M,723456
969,2023,SE,FT,Data Analyst,100500,USD,100500,US,M,473355
970,2023,SE,FT,Data Analyst,206500,USD,206500,US,M,972615
971,2023,SE,FT,Data Analyst,121600,USD,121600,US,M,572736
972,2023,SE,FT,Data Engineer,260000,USD,260000,US,M,1224600
973,2023,SE,FT,Data Engineer,225000,USD,225000,US,M,1059750
974,2023,SE,FT,Cloud Database Engineer,170000,USD,170000,US,L,800700
975,2023,SE,FT,Applied Machine Learning Scientist,90000,USD,90000,US,L,423900
976,2023,SE,FT,Data Engineer,275000,USD,275000,US,M,1295250
977,2023,SE,FT,Data Engineer,160000,USD,160000,US,M,753600
978,2023,SE,FT,Data Analyst,115934,USD,115934,US,M,546049
979,2023,SE,FT,Data Analyst,81666,USD,81666,US,M,384646
980,2023,SE,FT,Data Scientist,175000,USD,175000,US,M,824250
981,2023,SE,FT,Data Scientist,120000,USD,120000,US,M,565200
982,2023,SE,FT,Machine Learning Engineer,150000,USD,150000,US,M,706500
983,2023,SE,FT,Machine Learning Engineer,120000,USD,120000,US,M,565200
984,2023,SE,FT,Research Engineer,200000,USD,200000,US,M,942000
985,2023,SE,FT,Research Engineer,175000,USD,175000,US,M,824250
986,2023,SE,FT,Data Architect,138000,USD,138000,GB,M,649980
987,2023,SE,FT,Data Architect,92000,USD,92000,GB,M,433320
988,2023,SE,FT,Data Manager,65000,USD,65000,CO,M,306150
989,2023,SE,FT,Data Manager,48000,USD,48000,CO,M,226080
990,2023,SE,FT,Data Analyst,110000,USD,110000,US,M,518100
991,2023,SE,FT,Data Analyst,75000,USD,75000,US,M,353250
992,2023,SE,FT,Analytics Engineer,130000,USD,130000,US,M,612300
993,2023,SE,FT,Analytics Engineer,87000,USD,87000,US,M,409770
994,2023,SE,FT,Data Science Manager,299500,USD,299500,US,M,1410645
995,2023,SE,FT,Data Science Manager,245100,USD,245100,US,M,1154421
996,2023,SE,FT,Data Engineer,147100,USD,147100,US,M,692841
997,2023,SE,FT,Data Engineer,90700,USD,90700,US,M,427197
998,2023,SE,FT,Data Engineer,168400,USD,168400,US,M,793164
999,2023,SE,FT,Data Engineer,105200,USD,105200,US,M,495492
1000,2023,SE,FT,Data Scientist,210000,USD,210000,US,M,989100
1001,2023,SE,FT,Data Scientist,160000,USD,160000,US,M,753600
1002,2023,SE,FT,Applied Scientist,222200,USD,222200,US,L,1046562
1003,2023,SE,FT,Applied Scientist,136000,USD,136000,US,L,640560
1004,2023,SE,FT,Data Analyst,185000,USD,185000,US,M,871350
1005,2023,SE,FT,Data Analyst,120250,USD,120250,US,M,566377
1006,2023,SE,FT,Data Scientist,205000,USD,205000,US,M,965550
1007,2023,SE,FT,Data Scientist,140000,USD,140000,US,M,659400
1008,2023,SE,FT,Data Scientist,297300,USD,297300,US,M,1400283
1009,2023,SE,FT,Data Scientist,198200,USD,198200,US,M,933522
1010,2023,SE,FT,Research Scientist,141288,USD,141288,US,M,665466
1011,2023,SE,FT,Research Scientist,94192,USD,94192,US,M,443644
1012,2023,SE,FT,Data Infrastructure Engineer,184000,USD,184000,US,M,866640
1013,2023,SE,FT,Data Infrastructure Engineer,143000,USD,143000,US,M,673530
1014,2023,SE,FT,Data Analyst,70000,USD,70000,US,M,329700
1015,2023,SE,FT,Data Analyst,55000,USD,55000,US,M,259050
1016,2023,SE,FT,Analytics Engineer,275300,USD,275300,US,M,1296663
1017,2023,SE,FT,Analytics Engineer,183500,USD,183500,US,M,864285
1018,2023,SE,FT,Data Architect,149040,USD,149040,US,M,701978
1019,2023,SE,FT,Data Architect,113900,USD,113900,US,M,536469
1020,2023,SE,FT,Data Analyst,180180,USD,180180,US,M,848647
1021,2023,SE,FT,Data Analyst,106020,USD,106020,US,M,499354
1022,2023,SE,FT,Data Engineer,139500,USD,139500,US,M,657045
1023,2023,SE,FT,Data Engineer,109400,USD,109400,US,M,515274
1024,2023,SE,FT,Data Scientist,105000,USD,105000,US,M,494550
1025,2023,SE,FT,Data Scientist,70000,USD,70000,US,M,329700
1026,2023,SE,FT,Data Engineer,146000,USD,146000,US,M,687660
1027,2023,SE,FT,Data Engineer,75000,USD,75000,US,M,353250
1028,2023,SE,FT,Data Engineer,160000,USD,160000,US,M,753600
1029,2023,SE,FT,Data Engineer,130000,USD,130000,US,M,612300
1030,2023,SE,FT,Data Analyst,169000,USD,169000,US,M,795990
1031,2023,SE,FT,Data Analyst,110600,USD,110600,US,M,520926
1032,2023,SE,FT,Data Operations Engineer,193000,USD,193000,US,M,909030
1033,2023,SE,FT,Data Operations Engineer,136850,USD,136850,US,M,644563
1034,2023,SE,FT,Machine Learning Engineer,139500,USD,139500,US,M,657045
1035,2023,SE,FT,Machine Learning Engineer,109400,USD,109400,US,M,515274
1036,2023,SE,FT,Data Engineer,276000,USD,276000,US,M,1299960
1037,2023,SE,FT,Data Engineer,178500,USD,178500,US,M,840735
1038,2023,SE,FT,Machine Learning Engineer,161000,GBP,195652,GB,M,921520
1039,2023,SE,FT,Machine Learning Engineer,83300,GBP,101228,GB,M,476783
1040,2023,SE,FT,Data Engineer,112700,GBP,136956,GB,M,645062
1041,2023,SE,FT,Data Engineer,83300,GBP,101228,GB,M,476783
1042,2023,SE,FT,Data Engineer,252000,USD,252000,US,M,1186920
1043,2023,SE,FT,Data Engineer,129000,USD,129000,US,M,607590
1044,2023,SE,FT,Data Engineer,163800,USD,163800,US,M,771498
1045,2023,SE,FT,Data Engineer,126000,USD,126000,US,M,593460
1046,2023,SE,FT,ML Engineer,260000,USD,260000,CA,M,1224600
1047,2023,SE,FT,ML Engineer,110000,USD,110000,CA,M,518100
1048,2023,SE,FT,Analytics Engineer,170000,USD,170000,US,M,800700
1049,2023,SE,FT,Analytics Engineer,130000,USD,130000,US,M,612300
1050,2023,SE,FT,Machine Learning Engineer,247500,USD,247500,US,M,1165725
1051,2023,SE,FT,Machine Learning Engineer,172200,USD,172200,US,M,811062
1052,2023,SE,FT,Data Scientist,239748,USD,239748,US,M,1129213
1053,2023,SE,FT,Data Scientist,159832,USD,159832,US,M,752808
1054,2023,SE,FT,Machine Learning Engineer,163800,USD,163800,US,M,771498
1055,2023,SE,FT,Machine Learning Engineer,126000,USD,126000,US,M,593460
1056,2023,SE,FT,Data Engineer,252000,USD,252000,US,M,1186920
1057,2023,SE,FT,Data Engineer,129000,USD,129000,US,M,607590
1058,2023,SE,FT,Data Science Manager,299500,USD,299500,US,M,1410645
1059,2023,SE,FT,Data Science Manager,245100,USD,245100,US,M,1154421
1060,2023,SE,FT,Data Architect,188500,USD,188500,US,M,887835
1061,2023,SE,FT,Data Architect,117000,USD,117000,US,M,551070
1062,2023,SE,FT,Data Analyst,250000,USD,250000,US,M,1177500
1063,2023,SE,FT,Data Analyst,138000,USD,138000,US,M,649980
1064,2023,SE,FT,Deep Learning Researcher,115000,EUR,123405,DE,L,581237
1065,2023,SE,FT,Data Engineer,140000,USD,140000,US,M,659400
1066,2023,SE,FT,Data Engineer,120000,USD,120000,US,M,565200
1067,2023,SE,FT,BI Analyst,160000,USD,160000,US,M,753600
1068,2023,SE,FT,BI Analyst,135000,USD,135000,US,M,635850
1069,2023,SE,FT,Data Engineer,153600,USD,153600,US,M,723456
1070,2023,SE,FT,Data Engineer,106800,USD,106800,US,M,503028
1071,2023,SE,FT,Data Analyst,127000,USD,127000,US,M,598170
1072,2023,SE,FT,Data Analyst,94000,USD,94000,US,M,442740
1073,2023,SE,FT,Data Scientist,210550,USD,210550,US,M,991690
1074,2023,SE,FT,Data Scientist,153300,USD,153300,US,M,722043
1075,2023,SE,FT,Data Analyst,161500,USD,161500,US,M,760665
1076,2023,SE,FT,Data Analyst,119500,USD,119500,US,M,562845
1077,2023,SE,FT,Data Analyst,175000,USD,175000,US,M,824250
1078,2023,SE,FT,Data Analyst,145000,USD,145000,US,M,682950
1079,2023,SE,FT,Data Scientist,175000,USD,175000,US,M,824250
1080,2023,SE,FT,Data Scientist,148750,USD,148750,US,M,700612
1081,2023,SE,FT,Data Analytics Specialist,105000,USD,105000,US,M,494550
1082,2023,SE,FT,Data Analytics Specialist,85000,USD,85000,US,M,400350
1083,2023,SE,FT,Research Scientist,215000,USD,215000,US,M,1012650
1084,2023,SE,FT,Research Scientist,146300,USD,146300,US,M,689073
1085,2023,SE,FT,Machine Learning Engineer,153400,USD,153400,US,M,722514
1086,2023,SE,FT,Machine Learning Engineer,122700,USD,122700,US,M,577917
1087,2023,SE,FT,Data Scientist,186300,USD,186300,US,M,877473
1088,2023,SE,FT,Data Scientist,123900,USD,123900,US,M,583569
1089,2023,SE,FT,Machine Learning Engineer,153400,USD,153400,US,M,722514
1090,2023,SE,FT,Machine Learning Engineer,122700,USD,122700,US,M,577917
1091,2023,SE,FT,Data Analyst,185900,USD,185900,US,M,875589
1092,2023,SE,FT,Data Analyst,121700,USD,121700,US,M,573207
1093,2023,SE,FT,Data Analyst,153600,USD,153600,US,M,723456
1094,2023,SE,FT,Data Analyst,106800,USD,106800,US,M,503028
1095,2023,SE,FL,Software Data Engineer,50000,USD,50000,AU,M,235500
1096,2023,SE,FT,Machine Learning Engineer,247500,USD,247500,US,M,1165725
1097,2023,SE,FT,Machine Learning Engineer,172200,USD,172200,US,M,811062
1098,2023,SE,FT,Data Analyst,125000,USD,125000,US,M,588750
1099,2023,SE,FT,Data Analyst,110000,USD,110000,US,M,518100
1100,2023,SE,FT,Data Scientist,149076,USD,149076,US,M,702147
1101,2023,SE,FT,Data Scientist,82365,USD,82365,US,M,387939
1102,2023,SE,FT,Machine Learning Engineer,139500,USD,139500,US,M,657045
1103,2023,SE,FT,Machine Learning Engineer,109400,USD,109400,US,M,515274
1104,2023,SE,FT,Data Engineer,139500,USD,139500,US,M,657045
1105,2023,SE,FT,Data Engineer,109400,USD,109400,US,M,515274
1106,2023,SE,FT,Data Engineer,252000,USD,252000,US,M,1186920
1107,2023,SE,FT,Data Engineer,129000,USD,129000,US,M,607590
1108,2023,SE,FT,Data Analyst,95000,USD,95000,US,M,447450
1109,2023,SE,FT,Data Analyst,85500,USD,85500,US,M,402705
1110,2023,SE,FT,Data Analyst,185900,USD,185900,US,M,875589
1111,2023,SE,FT,Data Analyst,121700,USD,121700,US,M,573207
1112,2023,SE,FT,Data Scientist,201000,USD,201000,US,M,946710
1113,2023,SE,FT,Data Scientist,122000,USD,122000,US,M,574620
1114,2023,SE,FT,Data Engineer,252000,USD,252000,US,M,1186920
1115,2023,SE,FT,Data Engineer,129000,USD,129000,US,M,607590
1116,2023,SE,FT,Data Analyst,120000,USD,120000,US,M,565200
1117,2023,SE,FT,Data Analyst,75000,USD,75000,US,M,353250
1118,2023,SE,FT,Data Scientist,185900,USD,185900,US,M,875589
1119,2023,SE,FT,Data Scientist,129300,USD,129300,US,M,609003
1120,2023,SE,FT,Data Scientist,201000,USD,201000,US,M,946710
1121,2023,SE,FT,Data Scientist,122000,USD,122000,US,M,574620
1122,2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,M,963195
1123,2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,M,669762
1124,2023,SE,FT,Data Manager,155000,USD,155000,US,M,730050
1125,2023,SE,FT,Data Manager,140000,USD,140000,US,M,659400
1126,2023,SE,FT,Data Engineer,121500,USD,121500,US,M,572265
1127,2023,SE,FT,Data Engineer,78000,USD,78000,US,M,367380
1128,2023,SE,FT,Data Scientist,190000,USD,190000,US,M,894900
1129,2023,SE,FT,Data Scientist,136000,USD,136000,US,M,640560
1130,2023,SE,FT,Data Analyst,180000,USD,180000,US,M,847800
1131,2023,SE,FT,Data Analyst,110000,USD,110000,US,M,518100
1132,2023,SE,FT,Data Scientist,275300,USD,275300,US,M,1296663
1133,2023,SE,FT,Data Scientist,183000,USD,183000,US,M,861930
1134,2023,SE,FT,Data Engineer,170000,USD,170000,US,M,800700
1135,2023,SE,FT,Data Engineer,140000,USD,140000,US,M,659400
1136,2023,SE,FT,Data Engineer,154000,USD,154000,US,M,725340
1137,2023,SE,FT,Data Engineer,116000,USD,116000,US,M,546360
1138,2023,SE,FT,Data Engineer,160000,USD,160000,US,M,753600
1139,2023,SE,FT,Data Engineer,130000,USD,130000,US,M,612300
1140,2023,SE,FT,Data Scientist,175000,USD,175000,US,M,824250
1141,2023,SE,FT,Data Scientist,160000,USD,160000,US,M,753600
1142,2023,SE,FT,Data Engineer,153600,USD,153600,US,M,723456
1143,2023,SE,FT,Data Engineer,106800,USD,106800,US,M,503028
1144,2023,SE,FT,Data Scientist,225000,USD,225000,US,M,1059750
1145,2023,SE,FT,Data Scientist,156400,USD,156400,US,M,736644
1146,2023,SE,FT,Analytics Engineer,150000,USD,150000,US,M,706500
1147,2023,SE,FT,Analytics Engineer,120000,USD,120000,US,M,565200
1148,2023,SE,FT,Machine Learning Engineer,163800,USD,163800,US,M,771498
1149,2023,SE,FT,Machine Learning Engineer,126000,USD,126000,US,M,593460
1150,2023,SE,FT,Data Analyst,145000,USD,145000,US,M,682950
1151,2023,SE,FT,Data Analyst,90000,USD,90000,US,M,423900
1152,2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,M,963195
1153,2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,M,669762
1154,2023,SE,FT,Data Analyst,95000,USD,95000,US,M,447450
1155,2023,SE,FT,Data Analyst,85500,USD,85500,US,M,402705
1156,2023,SE,FT,Data Engineer,167500,USD,167500,US,M,788925
1157,2023,SE,FT,Data Engineer,106500,USD,106500,US,M,501615
1158,2023,SE,FT,Data Engineer,163800,USD,163800,US,M,771498
1159,2023,SE,FT,Data Engineer,126000,USD,126000,US,M,593460
1160,2023,SE,FT,Research Scientist,250000,USD,250000,US,M,1177500
1161,2023,SE,FT,Research Scientist,200000,USD,200000,US,M,942000
1162,2023,SE,FT,Data Scientist,260000,USD,260000,US,M,1224600
1163,2023,SE,FT,Data Scientist,186000,USD,186000,US,M,876060
1164,2023,SE,FT,Data Engineer,160000,USD,160000,US,M,753600
1165,2023,SE,FT,Data Engineer,130000,USD,130000,US,M,612300
1166,2023,SE,FT,Research Scientist,200000,USD,200000,US,M,942000
1167,2023,SE,FT,Research Scientist,150000,USD,150000,US,M,706500
1168,2023,SE,FT,Data Scientist,45000,EUR,48289,ES,M,227441
1169,2023,SE,FT,Data Scientist,36000,EUR,38631,ES,M,181952
1170,2023,SE,FT,Data Scientist,150000,USD,150000,US,M,706500
1171,2023,SE,FT,Data Scientist,120000,USD,120000,US,M,565200
1172,2023,SE,FT,Head of Data,70000,EUR,75116,PT,L,353796
1173,2023,SE,FT,Data Analyst,175000,USD,175000,US,M,824250
1174,2023,SE,FT,Data Analyst,130000,USD,130000,US,M,612300
1175,2023,SE,FT,Data Analyst,122000,USD,122000,US,M,574620
1176,2023,SE,FT,Data Analyst,93800,USD,93800,US,M,441798
1177,2023,SE,FT,Data Science Manager,150000,USD,150000,MX,M,706500
1178,2023,SE,FT,Data Science Manager,90000,USD,90000,MX,M,423900
1179,2023,SE,FT,Data Analyst,165000,USD,165000,US,M,777150
1180,2023,SE,FT,Data Analyst,112000,USD,112000,US,M,527520
1181,2023,SE,FT,BI Data Analyst,67000,EUR,71897,DE,M,338634
1182,2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,M,963195
1183,2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,M,669762
1184,2023,SE,FT,Data Analyst,1300000,INR,15806,IN,S,74446
1185,2023,SE,FT,Data Engineer,185900,USD,185900,US,M,875589
1186,2023,SE,FT,Data Engineer,129300,USD,129300,US,M,609003
1187,2023,SE,FT,Data Analyst,185900,USD,185900,US,M,875589
1188,2023,SE,FT,Data Analyst,121700,USD,121700,US,M,573207
1189,2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,M,963195
1190,2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,M,669762
1191,2023,SE,FT,Data Science Consultant,1000000,THB,29453,TH,M,138723
1192,2023,SE,FT,Data Analyst,180180,USD,180180,US,M,848647
1193,2023,SE,FT,Data Analyst,106020,USD,106020,US,M,499354
1194,2023,SE,FT,Data Scientist,136000,USD,136000,US,M,640560
1195,2023,SE,FT,Data Scientist,104000,USD,104000,US,M,489840
1196,2023,SE,FT,Data Analyst,125000,USD,125000,US,M,588750
1197,2023,SE,FT,Data Analyst,110000,USD,110000,US,M,518100
1198,2023,SE,FT,Machine Learning Engineer,153400,USD,153400,US,M,722514
1199,2023,SE,FT,Machine Learning Engineer,122700,USD,122700,US,M,577917
1200,2023,SE,FT,Data Analyst,152380,USD,152380,US,M,717709
1201,2023,SE,FT,Data Analyst,121904,USD,121904,US,M,574167
1202,2023,SE,FT,Data Scientist,185900,USD,185900,US,M,875589
1203,2023,SE,FT,Data Scientist,129300,USD,129300,US,M,609003
1204,2023,SE,FT,Machine Learning Engineer,247500,USD,247500,US,M,1165725
1205,2023,SE,FT,Machine Learning Engineer,172200,USD,172200,US,M,811062
1206,2023,SE,FT,Data Architect,168400,USD,168400,US,M,793164
1207,2023,SE,FT,Data Architect,105200,USD,105200,US,M,495492
1208,2023,SE,FT,Machine Learning Engineer,128280,USD,128280,US,M,604198
1209,2023,SE,FT,Machine Learning Engineer,106900,USD,106900,US,M,503499
1210,2023,SE,FT,Research Engineer,100000,EUR,107309,DE,S,505425
1211,2023,SE,FT,Research Engineer,80000,EUR,85847,DE,S,404339
1212,2023,SE,FT,Machine Learning Engineer,275000,USD,275000,DE,M,1295250
1213,2023,SE,FT,Machine Learning Engineer,174000,USD,174000,DE,M,819540
1214,2023,SE,FT,Data Engineer,139500,USD,139500,US,M,657045
1215,2023,SE,FT,Data Engineer,109400,USD,109400,US,M,515274
1216,2023,SE,FT,Machine Learning Engineer,139500,USD,139500,US,M,657045
1217,2023,SE,FT,Machine Learning Engineer,109400,USD,109400,US,M,515274
1218,2023,SE,FT,Data Analyst,170500,USD,170500,US,M,803055
1219,2023,SE,FT,Data Analyst,85000,USD,85000,US,M,400350
1220,2023,SE,FT,Data Manager,60027,GBP,72946,GB,M,343575
1221,2023,SE,FT,Data Manager,44737,GBP,54365,GB,M,256059
1222,2023,SE,FT,Data Engineer,80000,USD,80000,US,M,376800
1223,2023,SE,FT,Data Engineer,65000,USD,65000,US,M,306150
1224,2023,SE,FT,Data Engineer,124740,USD,124740,US,M,587525
1225,2023,SE,FT,Data Engineer,65488,USD,65488,US,M,308448
1226,2023,SE,FT,Data Quality Analyst,72200,USD,72200,US,M,340062
1227,2023,SE,FT,Data Quality Analyst,64980,USD,64980,US,M,306055
1228,2023,SE,FT,Data Engineer,153600,USD,153600,US,M,723456
1229,2023,SE,FT,Data Engineer,106800,USD,106800,US,M,503028
1230,2023,SE,FT,Data Analyst,179975,USD,179975,US,M,847682
1231,2023,SE,FT,Data Analyst,86466,USD,86466,US,M,407254
1232,2023,SE,FT,Data Engineer,120000,USD,120000,US,M,565200
1233,2023,SE,FT,Data Engineer,90000,USD,90000,US,M,423900
1234,2023,SE,FT,Data Scientist,149076,USD,149076,US,M,702147
1235,2023,SE,FT,Data Scientist,82365,USD,82365,US,M,387939
1236,2023,SE,FT,Data Analyst,169000,USD,169000,US,M,795990
1237,2023,SE,FT,Data Analyst,110600,USD,110600,US,M,520926
1238,2023,SE,FT,Data Science Manager,175000,USD,175000,US,M,824250
1239,2023,SE,FT,Data Science Manager,120000,USD,120000,US,M,565200
1240,2023,SE,FT,Data Analyst,230000,USD,230000,US,M,1083300
1241,2023,SE,FT,Data Analyst,180000,USD,180000,US,M,847800
1242,2023,SE,FT,Data Analyst,153600,USD,153600,US,M,723456
1243,2023,SE,FT,Data Analyst,106800,USD,106800,US,M,503028
1244,2023,SE,FT,Data Manager,140000,USD,140000,US,M,659400
1245,2023,SE,FT,Data Manager,120000,USD,120000,US,M,565200
1246,2023,SE,FT,Machine Learning Infrastructure Engineer,205920,USD,205920,US,M,969883
1247,2023,SE,FT,Machine Learning Infrastructure Engineer,171600,USD,171600,US,M,808236
1248,2023,SE,FT,Data Analyst,165000,USD,165000,US,M,777150
1249,2023,SE,FT,Data Analyst,125000,USD,125000,US,M,588750
1250,2023,SE,FT,Data Engineer,265000,USD,265000,US,M,1248150
1251,2023,SE,FT,Data Engineer,185000,USD,185000,US,M,871350
1252,2023,SE,FT,Data Analyst,95000,USD,95000,US,M,447450
1253,2023,SE,FT,Data Analyst,85500,USD,85500,US,M,402705
1254,2023,SE,FT,Data Scientist,147100,USD,147100,US,M,692841
1255,2023,SE,FT,Data Scientist,90700,USD,90700,US,M,427197
1256,2023,SE,FT,Data Engineer,167580,USD,167580,US,M,789301
1257,2023,SE,FT,Data Engineer,87980,USD,87980,US,M,414385
1258,2023,SE,FT,Data Engineer,202000,USD,202000,US,M,951420
1259,2023,SE,FT,Data Engineer,135000,USD,135000,US,M,635850
1260,2023,SE,FT,Data Engineer,163800,USD,163800,US,M,771498
1261,2023,SE,FT,Data Engineer,126000,USD,126000,US,M,593460
1262,2023,SE,FT,Machine Learning Engineer,163800,USD,163800,US,M,771498
1263,2023,SE,FT,Machine Learning Engineer,126000,USD,126000,US,M,593460
1264,2023,SE,FT,Data Engineer,104000,USD,104000,US,M,489840
1265,2023,SE,FT,Data Engineer,65000,USD,65000,US,M,306150
1266,2023,SE,FT,Research Engineer,230000,USD,230000,US,M,1083300
1267,2023,SE,FT,Research Engineer,148000,USD,148000,US,M,697080
1268,2023,SE,FT,Machine Learning Engineer,269000,USD,269000,CA,M,1266990
1269,2023,SE,FT,Machine Learning Engineer,158000,USD,158000,CA,M,744180
